Geneid	HS18	HS19
ENSG00000099341	2466	2485
ENSG00000099364	242	363
ENSG00000099365	175	127
ENSG00000099377	41	90
ENSG00000099381	447	643
ENSG00000099385	435	567
ENSG00000099399	0	0
ENSG00000099617	0	0
ENSG00000099622	5895	8817
ENSG00000099624	2178	2642
ENSG00000099625	44	36
ENSG00000099715	2	0
ENSG00000099721	0	0
ENSG00000099725	2	1
ENSG00000099769	25	50
ENSG00000099783	2598	2699
ENSG00000099785	987	1695
ENSG00000099795	1820	2501
ENSG00000099797	768	1042
ENSG00000099800	458	735
ENSG00000099804	854	1010
ENSG00000099810	678	1135
ENSG00000099812	1	2
ENSG00000099814	956	1010
ENSG00000099817	1103	1410
ENSG00000099821	1053	1315
ENSG00000099822	384	305
ENSG00000099834	3	2
ENSG00000099840	35	96
ENSG00000099849	3	3
ENSG00000099860	946	1746
ENSG00000099864	519	1383
ENSG00000099866	15	17
ENSG00000099869	2	7
ENSG00000099875	2408	3947
ENSG00000099889	827	991
ENSG00000099899	429	666
ENSG00000099901	360	447
ENSG00000099904	853	993
ENSG00000099910	634	1012
ENSG00000099917	1238	1616
ENSG00000099937	91	91
ENSG00000099940	561	841
ENSG00000099942	2283	3108
ENSG00000099949	393	606
ENSG00000099953	0	1
ENSG00000099954	625	1158
ENSG00000099956	0	0
ENSG00000099957	75	272
ENSG00000099958	0	0
ENSG00000099960	5	27
ENSG00000099968	1812	2149
ENSG00000099974	0	1
ENSG00000099977	0	0
ENSG00000099984	9	0
ENSG00000099985	5	3
ENSG00000099991	2471	3307
ENSG00000099992	168	323
ENSG00000099994	287	623
ENSG00000099995	1632	2063
ENSG00000099998	702	1552
ENSG00000099999	214	289
ENSG00000100003	259	407
ENSG00000100012	1	1
ENSG00000100014	1068	1426
ENSG00000100023	1173	1660
ENSG00000100024	258	273
ENSG00000100027	164	314
ENSG00000100028	910	1186
ENSG00000100029	496	746
ENSG00000100030	3615	4581
ENSG00000100031	7	24
ENSG00000100033	0	15
ENSG00000100034	1042	1958
ENSG00000100036	86	84
ENSG00000100038	19	29
ENSG00000100053	9	27
ENSG00000100055	123	387
ENSG00000100056	230	403
ENSG00000100058	0	0
ENSG00000100060	162	484
ENSG00000100065	490	978
ENSG00000100068	0	0
ENSG00000100075	272	518
ENSG00000100077	1104	1488
ENSG00000100078	8	11
ENSG00000100079	29	41
ENSG00000100083	1019	1434
ENSG00000100084	117	169
ENSG00000100092	14	49
ENSG00000100095	9	22
ENSG00000100097	3831	2997
ENSG00000100099	931	1469
ENSG00000100100	702	1574
ENSG00000100101	0	0
ENSG00000100104	337	460
ENSG00000100105	592	844
ENSG00000100106	2579	3134
ENSG00000100109	526	776
ENSG00000100116	264	316
ENSG00000100121	0	1
ENSG00000100122	4	5
ENSG00000100124	198	404
ENSG00000100129	2128	2894
ENSG00000100138	1545	2337
ENSG00000100139	674	733
ENSG00000100142	388	590
ENSG00000100146	165	331
ENSG00000100147	369	561
ENSG00000100150	364	577
ENSG00000100151	529	823
ENSG00000100154	1787	3177
ENSG00000100156	62	93
ENSG00000100162	5	7
ENSG00000100167	3	5
ENSG00000100170	3141	3612
ENSG00000100181	0	0
ENSG00000100191	57	119
ENSG00000100196	299	288
ENSG00000100197	17	1
ENSG00000100201	18022	27227
ENSG00000100206	75	72
ENSG00000100207	46	50
ENSG00000100209	64	99
ENSG00000100211	333	419
ENSG00000100216	701	819
ENSG00000100218	1	5
ENSG00000100219	1416	1925
ENSG00000100220	1056	1493
ENSG00000100221	675	1093
ENSG00000100225	1309	1914
ENSG00000100226	1229	1556
ENSG00000100227	9	12
ENSG00000100228	53	130
ENSG00000100234	15702	48169
ENSG00000100239	1511	2107
ENSG00000100241	2666	3517
ENSG00000100242	1432	2633
ENSG00000100243	3733	3900
ENSG00000100246	169	323
ENSG00000100249	0	7
ENSG00000100253	1	4
ENSG00000100258	845	1164
ENSG00000100263	266	467
ENSG00000100266	1790	2730
ENSG00000100271	120	133
ENSG00000100276	23	58
ENSG00000100280	1293	2095
ENSG00000100281	385	638
ENSG00000100284	1185	1807
ENSG00000100285	10	24
ENSG00000100288	45	52
ENSG00000100290	5	21
ENSG00000100292	44	176
ENSG00000100294	171	296
ENSG00000100296	845	1557
ENSG00000100297	393	692
ENSG00000100298	3	11
ENSG00000100299	796	1012
ENSG00000100300	654	802
ENSG00000100302	22	55
ENSG00000100304	347	464
ENSG00000100307	1940	2316
ENSG00000100311	646	887
ENSG00000100312	3	15
ENSG00000100314	2	19
ENSG00000100316	7934	16156
ENSG00000100319	109	171
ENSG00000100320	107	206
ENSG00000100321	1144	1494
ENSG00000100324	698	943
ENSG00000100325	894	1088
ENSG00000100330	383	521
ENSG00000100335	755	1103
ENSG00000100336	161	323
ENSG00000100341	0	0
ENSG00000100342	334	573
ENSG00000100344	1	29
ENSG00000100345	11087	15614
ENSG00000100346	2	8
ENSG00000100347	1054	1217
ENSG00000100348	1188	1181
ENSG00000100350	178	590
ENSG00000100351	71	104
ENSG00000100353	1887	2636
ENSG00000100354	6241	9127
ENSG00000100359	48	69
ENSG00000100360	478	767
ENSG00000100362	0	0
ENSG00000100364	656	927
ENSG00000100365	19	27
ENSG00000100368	109	196
ENSG00000100372	170	269
ENSG00000100373	0	6
ENSG00000100376	1797	918
ENSG00000100379	379	383
ENSG00000100380	3625	4639
ENSG00000100385	34	85
ENSG00000100387	677	798
ENSG00000100393	3114	4762
ENSG00000100395	586	1034
ENSG00000100399	88	485
ENSG00000100401	963	1284
ENSG00000100403	2648	4071
ENSG00000100410	170	238
ENSG00000100412	9559	10916
ENSG00000100413	471	609
ENSG00000100416	1233	1467
ENSG00000100417	401	508
ENSG00000100418	1416	1128
ENSG00000100422	2772	3242
ENSG00000100425	994	1473
ENSG00000100426	630	1001
ENSG00000100427	1	95
ENSG00000100429	12	27
ENSG00000100433	5	1
ENSG00000100439	440	638
ENSG00000100441	1173	1997
ENSG00000100442	567	679
ENSG00000100445	131	175
ENSG00000100448	3	43
ENSG00000100450	19	27
ENSG00000100453	4	7
ENSG00000100461	959	1661
ENSG00000100462	370	414
ENSG00000100473	15	62
ENSG00000100478	442	621
ENSG00000100479	75	97
ENSG00000100483	119	192
ENSG00000100485	2582	2862
ENSG00000100490	175	355
ENSG00000100503	7858	5835
ENSG00000100504	219	520
ENSG00000100505	82	59
ENSG00000100519	1170	1565
ENSG00000100522	112	148
ENSG00000100523	901	1294
ENSG00000100526	43	42
ENSG00000100528	934	1236
ENSG00000100532	179	322
ENSG00000100554	1441	1529
ENSG00000100557	10	16
ENSG00000100558	10	11
ENSG00000100564	146	204
ENSG00000100565	26	28
ENSG00000100567	825	1252
ENSG00000100568	884	1378
ENSG00000100575	183	205
ENSG00000100577	214	237
ENSG00000100578	669	1107
ENSG00000100580	474	983
ENSG00000100583	9	22
ENSG00000100591	1445	1544
ENSG00000100592	2743	4176
ENSG00000100593	1	2
ENSG00000100596	939	1849
ENSG00000100599	597	797
ENSG00000100600	1321	2375
ENSG00000100601	248	345
ENSG00000100603	722	1128
ENSG00000100604	0	3
ENSG00000100605	80	152
ENSG00000100612	387	709
ENSG00000100614	2232	3475
ENSG00000100625	74	113
ENSG00000100626	1101	2629
ENSG00000100628	125	83
ENSG00000100629	200	399
ENSG00000100632	468	662
ENSG00000100644	1593	2180
ENSG00000100647	898	1381
ENSG00000100650	4889	7499
ENSG00000100652	95	212
ENSG00000100664	4483	5804
ENSG00000100665	0	0
ENSG00000100678	21	26
ENSG00000100697	3087	5035
ENSG00000100711	775	1179
ENSG00000100714	1406	1868
ENSG00000100721	2	3
ENSG00000100722	1119	1766
ENSG00000100726	687	946
ENSG00000100731	4397	6057
ENSG00000100739	0	1
ENSG00000100744	158	211
ENSG00000100749	295	492
ENSG00000100764	650	768
ENSG00000100767	286	1482
ENSG00000100784	390	1025
ENSG00000100796	1345	1901
ENSG00000100802	136	263
ENSG00000100804	1328	1456
ENSG00000100811	1792	2702
ENSG00000100813	3244	4591
ENSG00000100814	1177	1326
ENSG00000100815	2645	3462
ENSG00000100823	1012	899
ENSG00000100836	332	470
ENSG00000100842	239	482
ENSG00000100852	8744	9729
ENSG00000100865	371	600
ENSG00000100867	0	1
ENSG00000100883	823	1142
ENSG00000100884	12	37
ENSG00000100888	2686	3910
ENSG00000100889	67	310
ENSG00000100890	142	159
ENSG00000100897	1125	1636
ENSG00000100902	145	204
ENSG00000100906	2877	5460
ENSG00000100908	100	163
ENSG00000100911	445	642
ENSG00000100916	203	241
ENSG00000100918	111	189
ENSG00000100926	50	75
ENSG00000100934	2717	3286
ENSG00000100938	364	520
ENSG00000100941	1339	1525
ENSG00000100949	294	404
ENSG00000100968	535	1327
ENSG00000100979	778	2102
ENSG00000100982	894	1061
ENSG00000100983	616	618
ENSG00000100985	11	13
ENSG00000100987	3	16
ENSG00000100991	1715	2277
ENSG00000100994	9283	9381
ENSG00000100997	688	809
ENSG00000101000	164	311
ENSG00000101003	44	61
ENSG00000101004	480	897
ENSG00000101017	209	590
ENSG00000101019	1725	2261
ENSG00000101040	2014	2526
ENSG00000101049	25	191
ENSG00000101052	226	381
ENSG00000101057	9	5
ENSG00000101074	0	0
ENSG00000101076	3	7
ENSG00000101079	916	1491
ENSG00000101082	48	127
ENSG00000101084	65	100
ENSG00000101096	746	747
ENSG00000101098	8	63
ENSG00000101104	159	264
ENSG00000101109	672	1367
ENSG00000101115	2	9
ENSG00000101126	2084	3271
ENSG00000101132	193	268
ENSG00000101134	363	343
ENSG00000101138	452	712
ENSG00000101144	774	1394
ENSG00000101146	387	600
ENSG00000101150	1080	1427
ENSG00000101152	1706	2283
ENSG00000101158	0	0
ENSG00000101160	2533	2570
ENSG00000101161	1743	2649
ENSG00000101162	38	48
ENSG00000101166	559	738
ENSG00000101180	2	0
ENSG00000101181	481	617
ENSG00000101182	1507	2064
ENSG00000101187	59	121
ENSG00000101188	0	2
ENSG00000101189	186	275
ENSG00000101190	176	321
ENSG00000101191	2311	3761
ENSG00000101193	773	1312
ENSG00000101194	59	46
ENSG00000101197	3	0
ENSG00000101198	1	0
ENSG00000101199	1275	1568
ENSG00000101200	1	0
ENSG00000101203	9	2
ENSG00000101204	0	1
ENSG00000101210	16674	12293
ENSG00000101213	23	50
ENSG00000101216	281	406
ENSG00000101220	174	367
ENSG00000101222	3	12
ENSG00000101224	288	579
ENSG00000101230	25	119
ENSG00000101236	355	448
ENSG00000101246	1107	1540
ENSG00000101247	515	776
ENSG00000101251	0	0
ENSG00000101255	20	43
ENSG00000101265	275	613
ENSG00000101266	2602	3854
ENSG00000101276	41	48
ENSG00000101278	7	2
ENSG00000101280	3	19
ENSG00000101282	1	21
ENSG00000101290	5036	6887
ENSG00000101292	54	68
ENSG00000101294	825	1149
ENSG00000101298	147	250
ENSG00000101306	7	14
ENSG00000101307	21	11
ENSG00000101310	337	549
ENSG00000101311	116	163
ENSG00000101323	0	0
ENSG00000101327	1	0
ENSG00000101331	121	267
ENSG00000101333	2532	2794
ENSG00000101335	25400	15994
ENSG00000101336	73	194
ENSG00000101337	1535	1886
ENSG00000101342	48	112
ENSG00000101343	759	1173
ENSG00000101346	1265	2009
ENSG00000101347	1854	4810
ENSG00000101349	0	1
ENSG00000101350	931	1274
ENSG00000101353	179	240
ENSG00000101361	1038	1281
ENSG00000101363	279	527
ENSG00000101365	1850	2736
ENSG00000101367	1853	2345
ENSG00000101384	2294	3301
ENSG00000101391	573	791
ENSG00000101400	3317	4453
ENSG00000101405	6	9
ENSG00000101407	647	936
ENSG00000101412	68	46
ENSG00000101413	1305	1827
ENSG00000101417	417	701
ENSG00000101421	1199	1194
ENSG00000101425	1	13
ENSG00000101435	0	0
ENSG00000101438	0	0
ENSG00000101439	3234	8498
ENSG00000101440	11	12
ENSG00000101441	0	0
ENSG00000101442	129	207
ENSG00000101443	1	9
ENSG00000101444	963	1122
ENSG00000101445	900	1844
ENSG00000101446	0	0
ENSG00000101447	19	16
ENSG00000101448	0	0
ENSG00000101452	615	915
ENSG00000101457	256	311
ENSG00000101460	540	614
ENSG00000101463	1095	1011
ENSG00000101464	286	420
ENSG00000101470	5	14
ENSG00000101473	390	598
ENSG00000101474	829	1353
ENSG00000101489	14	25
ENSG00000101493	1033	1472
ENSG00000101542	64	52
ENSG00000101544	860	1148
ENSG00000101546	367	499
ENSG00000101557	913	1346
ENSG00000101558	2769	3633
ENSG00000101574	242	365
ENSG00000101577	661	1052
ENSG00000101596	3277	4632
ENSG00000101605	47177	28081
ENSG00000101608	10460	5647
ENSG00000101624	139	181
ENSG00000101638	844	620
ENSG00000101639	3407	4107
ENSG00000101654	1782	1744
ENSG00000101665	1558	2443
ENSG00000101670	8	4
ENSG00000101680	14	8
ENSG00000101695	87	196
ENSG00000101745	2507	3456
ENSG00000101746	17	7
ENSG00000101751	654	1164
ENSG00000101752	2173	3088
ENSG00000101773	222	242
ENSG00000101782	1553	1901
ENSG00000101811	168	248
ENSG00000101812	0	0
ENSG00000101825	3149	1614
ENSG00000101842	1	1
ENSG00000101843	240	345
ENSG00000101844	308	451
ENSG00000101846	587	972
ENSG00000101849	761	1455
ENSG00000101850	6	10
ENSG00000101856	364	868
ENSG00000101868	880	1142
ENSG00000101871	1480	1921
ENSG00000101882	244	399
ENSG00000101883	23	85
ENSG00000101888	23	51
ENSG00000101890	1	0
ENSG00000101892	470	1
ENSG00000101898	0	0
ENSG00000101901	946	1371
ENSG00000101911	93	183
ENSG00000101916	21	58
ENSG00000101928	202	271
ENSG00000101935	276	321
ENSG00000101938	344	1739
ENSG00000101940	2018	2705
ENSG00000101945	135	208
ENSG00000101951	0	0
ENSG00000101955	1236	2461
ENSG00000101958	0	0
ENSG00000101966	1238	1782
ENSG00000101972	2017	3514
ENSG00000101974	396	736
ENSG00000101977	64	31
ENSG00000101981	0	0
ENSG00000101986	279	379
ENSG00000101997	294	409
ENSG00000102001	6	17
ENSG00000102003	35	138
ENSG00000102007	383	487
ENSG00000102010	183	583
ENSG00000102021	0	0
ENSG00000102024	1365	2873
ENSG00000102030	337	433
ENSG00000102032	171	241
ENSG00000102034	121	202
ENSG00000102038	1467	2025
ENSG00000102043	40	85
ENSG00000102048	49	88
ENSG00000102053	181	348
ENSG00000102054	1916	2347
ENSG00000102055	0	0
ENSG00000102057	46	114
ENSG00000102076	0	0
ENSG00000102078	84	132
ENSG00000102081	1258	1581
ENSG00000102096	102	225
ENSG00000102098	61	56
ENSG00000102100	216	235
ENSG00000102103	377	581
ENSG00000102104	2	5
ENSG00000102109	61	32
ENSG00000102119	548	588
ENSG00000102125	836	1069
ENSG00000102128	5	3
ENSG00000102144	7142	7989
ENSG00000102145	0	4
ENSG00000102158	1777	2369
ENSG00000102172	789	1079
ENSG00000102174	6	8
ENSG00000102178	1106	1367
ENSG00000102181	1703	2625
ENSG00000102189	2054	2343
ENSG00000102195	0	0
ENSG00000102218	130	238
ENSG00000102221	230	373
ENSG00000102225	2109	2122
ENSG00000102226	2522	2656
ENSG00000102230	76	87
ENSG00000102239	2	1
ENSG00000102241	2139	2404
ENSG00000102243	0	0
ENSG00000102245	23	65
ENSG00000102265	1647	2352
ENSG00000102271	30	110
ENSG00000102287	504	1265
ENSG00000102290	2	6
ENSG00000102302	234	223
ENSG00000102309	250	312
ENSG00000102312	326	392
ENSG00000102313	1	1
ENSG00000102316	3754	4509
ENSG00000102317	2419	2580
ENSG00000102349	352	766
ENSG00000102359	247	235
ENSG00000102362	188	403
ENSG00000102383	247	344
ENSG00000102384	43	94
ENSG00000102385	9	42
ENSG00000102387	1	5
ENSG00000102390	138	150
ENSG00000102393	148	252
ENSG00000102401	2086	2150
ENSG00000102409	983	1213
ENSG00000102445	33	148
ENSG00000102452	1021	1593
ENSG00000102466	181	187
ENSG00000102468	68	51
ENSG00000102471	735	961
ENSG00000102524	43	209
ENSG00000102531	1860	2887
ENSG00000102539	12	10
ENSG00000102543	268	362
ENSG00000102547	685	1585
ENSG00000102554	34	43
ENSG00000102572	960	1308
ENSG00000102575	73	176
ENSG00000102580	1986	1984
ENSG00000102595	807	1194
ENSG00000102606	1937	2764
ENSG00000102678	277	307
ENSG00000102683	2020	1878
ENSG00000102699	1539	2503
ENSG00000102710	577	854
ENSG00000102738	380	669
ENSG00000102743	188	324
ENSG00000102753	1703	1974
ENSG00000102755	3119	5017
ENSG00000102760	582	503
ENSG00000102763	3014	3756
ENSG00000102780	1574	1893
ENSG00000102781	2602	2751
ENSG00000102786	1161	1860
ENSG00000102794	0	0
ENSG00000102796	148	348
ENSG00000102802	38	125
ENSG00000102804	4524	6933
ENSG00000102805	520	982
ENSG00000102837	5	2
ENSG00000102854	2	10
ENSG00000102858	1564	1714
ENSG00000102870	1501	1974
ENSG00000102871	109	191
ENSG00000102878	442	685
ENSG00000102879	120	339
ENSG00000102882	721	1162
ENSG00000102886	53	98
ENSG00000102890	101	181
ENSG00000102891	0	0
ENSG00000102893	2409	3587
ENSG00000102897	450	603
ENSG00000102898	747	728
ENSG00000102900	574	785
ENSG00000102901	492	669
ENSG00000102904	28	53
ENSG00000102908	2985	4396
ENSG00000102910	3988	5731
ENSG00000102921	940	1287
ENSG00000102924	29	148
ENSG00000102931	22	30
ENSG00000102934	123	239
ENSG00000102935	709	1023
ENSG00000102962	5	4
ENSG00000102967	638	1193
ENSG00000102970	1	3
ENSG00000102974	1143	1573
ENSG00000102977	137	234
ENSG00000102978	1010	1364
ENSG00000102981	16	37
ENSG00000102984	52	103
ENSG00000102996	1704	2438
ENSG00000103005	217	232
ENSG00000103018	837	1371
ENSG00000103021	295	295
ENSG00000103023	6	9
ENSG00000103024	325	592
ENSG00000103034	2862	5070
ENSG00000103035	784	859
ENSG00000103037	445	531
ENSG00000103042	593	713
ENSG00000103043	711	959
ENSG00000103044	82	152
ENSG00000103047	516	817
ENSG00000103051	1063	1689
ENSG00000103056	42	61
ENSG00000103061	239	321
ENSG00000103064	1008	1250
ENSG00000103066	708	732
ENSG00000103067	69	143
ENSG00000103089	0	13
ENSG00000103091	1183	1678
ENSG00000103111	591	837
ENSG00000103121	581	543
ENSG00000103126	426	663
ENSG00000103145	445	560
ENSG00000103148	578	781
ENSG00000103150	1794	2680
ENSG00000103152	189	256
ENSG00000103154	4	10
ENSG00000103160	549	728
ENSG00000103168	696	1166
ENSG00000103174	147	295
ENSG00000103175	18	47
ENSG00000103184	217	236
ENSG00000103187	182	442
ENSG00000103194	1255	1806
ENSG00000103196	907	2781
ENSG00000103197	2789	4277
ENSG00000103199	343	534
ENSG00000103200	0	1
ENSG00000103202	690	994
ENSG00000103222	80	154
ENSG00000103226	11	12
ENSG00000103227	415	619
ENSG00000103241	17	6
ENSG00000103245	400	587
ENSG00000103248	350	544
ENSG00000103249	1040	1508
ENSG00000103253	169	144
ENSG00000103254	201	253
ENSG00000103257	181	101
ENSG00000103260	571	769
ENSG00000103264	1378	1572
ENSG00000103266	343	416
ENSG00000103269	40	83
ENSG00000103274	203	277
ENSG00000103275	765	1230
ENSG00000103310	0	1
ENSG00000103313	11	38
ENSG00000103316	2484	2067
ENSG00000103319	1691	3556
ENSG00000103326	781	890
ENSG00000103335	1212	2508
ENSG00000103342	2858	3891
ENSG00000103343	185	313
ENSG00000103351	494	829
ENSG00000103353	1908	2553
ENSG00000103355	2	0
ENSG00000103356	824	1030
ENSG00000103363	1619	2290
ENSG00000103365	1947	2790
ENSG00000103375	0	0
ENSG00000103381	332	560
ENSG00000103404	1754	3893
ENSG00000103415	8	8
ENSG00000103423	54	78
ENSG00000103426	0	0
ENSG00000103429	4	9
ENSG00000103449	15	41
ENSG00000103460	1	1
ENSG00000103472	25	30
ENSG00000103479	1726	3166
ENSG00000103485	595	1084
ENSG00000103489	1350	683
ENSG00000103490	26	68
ENSG00000103494	202	333
ENSG00000103495	142	179
ENSG00000103496	604	752
ENSG00000103502	1295	1849
ENSG00000103507	838	1016
ENSG00000103510	1332	1720
ENSG00000103512	39	63
ENSG00000103522	21	30
ENSG00000103528	95	116
ENSG00000103534	14	29
ENSG00000103540	558	866
ENSG00000103544	1182	1849
ENSG00000103546	0	0
ENSG00000103549	972	1612
ENSG00000103550	223	350
ENSG00000103569	357	265
ENSG00000103591	401	559
ENSG00000103599	61	102
ENSG00000103642	384	412
ENSG00000103647	304	651
ENSG00000103653	517	847
ENSG00000103657	11930	15900
ENSG00000103671	406	477
ENSG00000103707	271	380
ENSG00000103710	879	1370
ENSG00000103723	16	87
ENSG00000103740	31	48
ENSG00000103742	242	432
ENSG00000103769	1470	2012
ENSG00000103811	1139	2012
ENSG00000103832	1	1
ENSG00000103852	752	892
ENSG00000103855	967	815
ENSG00000103876	317	608
ENSG00000103888	316	621
ENSG00000103932	698	841
ENSG00000103942	676	977
ENSG00000103966	1360	1960
ENSG00000103978	669	1012
ENSG00000103994	44785	40299
ENSG00000103995	163	237
ENSG00000104043	149	730
ENSG00000104044	0	6
ENSG00000104047	824	1539
ENSG00000104055	0	0
ENSG00000104059	0	6
ENSG00000104064	193	300
ENSG00000104067	120	501
ENSG00000104081	147	404
ENSG00000104093	1142	1961
ENSG00000104112	5	12
ENSG00000104129	213	404
ENSG00000104131	1018	1007
ENSG00000104133	3509	4765
ENSG00000104140	0	5
ENSG00000104142	667	995
ENSG00000104147	11	25
ENSG00000104154	261	452
ENSG00000104164	698	1080
ENSG00000104177	402	324
ENSG00000104205	90	161
ENSG00000104213	84	314
ENSG00000104218	1335	1801
ENSG00000104219	781	938
ENSG00000104221	124	210
ENSG00000104228	405	598
ENSG00000104231	407	679
ENSG00000104237	4	24
ENSG00000104267	141	167
ENSG00000104290	258	428
ENSG00000104299	404	536
ENSG00000104312	204	241
ENSG00000104313	485	301
ENSG00000104320	1074	1762
ENSG00000104321	75	166
ENSG00000104324	825	1749
ENSG00000104325	2755	3913
ENSG00000104327	52	120
ENSG00000104331	2810	3440
ENSG00000104332	4324	10927
ENSG00000104341	6925	5889
ENSG00000104343	469	694
ENSG00000104356	158	233
ENSG00000104361	422	899
ENSG00000104365	957	1761
ENSG00000104368	292	804
ENSG00000104369	228	457
ENSG00000104371	0	2
ENSG00000104375	440	749
ENSG00000104381	184	401
ENSG00000104388	1494	1979
ENSG00000104408	3080	4637
ENSG00000104412	846	1122
ENSG00000104413	4	9
ENSG00000104415	122	173
ENSG00000104419	1793	3459
ENSG00000104427	187	264
ENSG00000104432	31	72
ENSG00000104435	0	2
ENSG00000104442	527	869
ENSG00000104447	1220	1801
ENSG00000104450	88	186
ENSG00000104472	267	313
ENSG00000104490	509	624
ENSG00000104497	88	182
ENSG00000104499	0	0
ENSG00000104517	5349	7978
ENSG00000104518	3	9
ENSG00000104522	2	1
ENSG00000104524	0	1
ENSG00000104529	87	20
ENSG00000104537	1	3
ENSG00000104549	257	225
ENSG00000104611	128	279
ENSG00000104613	828	1473
ENSG00000104626	173	264
ENSG00000104635	4677	6273
ENSG00000104643	765	910
ENSG00000104660	959	1119
ENSG00000104671	344	421
ENSG00000104679	556	777
ENSG00000104687	1178	1689
ENSG00000104689	46	85
ENSG00000104691	96	203
ENSG00000104695	1379	1721
ENSG00000104714	494	725
ENSG00000104722	0	0
ENSG00000104723	579	907
ENSG00000104728	0	0
ENSG00000104731	498	687
ENSG00000104738	849	1035
ENSG00000104755	0	0
ENSG00000104756	1122	1197
ENSG00000104760	1	0
ENSG00000104763	18942	12359
ENSG00000104765	1464	3675
ENSG00000104774	358	775
ENSG00000104783	12	15
ENSG00000104804	11	19
ENSG00000104805	4499	5588
ENSG00000104808	0	4
ENSG00000104812	3732	3417
ENSG00000104814	22	67
ENSG00000104818	0	0
ENSG00000104823	2356	2585
ENSG00000104824	1833	2266
ENSG00000104825	221	289
ENSG00000104826	4	9
ENSG00000104827	0	0
ENSG00000104833	1	10
ENSG00000104835	50	75
ENSG00000104848	38	33
ENSG00000104852	5107	6385
ENSG00000104853	1847	1942
ENSG00000104856	112	113
ENSG00000104859	658	811
ENSG00000104863	164	166
ENSG00000104866	686	821
ENSG00000104870	1349	3352
ENSG00000104872	450	729
ENSG00000104879	46815	53976
ENSG00000104880	564	920
ENSG00000104881	1689	1068
ENSG00000104883	38	98
ENSG00000104884	518	495
ENSG00000104885	904	868
ENSG00000104886	542	649
ENSG00000104888	9	22
ENSG00000104889	1	1
ENSG00000104892	4	6
ENSG00000104894	155	316
ENSG00000104897	400	435
ENSG00000104899	15	38
ENSG00000104901	7	2
ENSG00000104903	118	198
ENSG00000104904	4683	6377
ENSG00000104907	357	518
ENSG00000104915	305	461
ENSG00000104918	0	1
ENSG00000104921	4	5
ENSG00000104936	4032	4397
ENSG00000104938	0	2
ENSG00000104941	4	6
ENSG00000104946	807	974
ENSG00000104951	11	12
ENSG00000104953	13	29
ENSG00000104957	565	755
ENSG00000104960	761	923
ENSG00000104964	4419	5841
ENSG00000104967	224	437
ENSG00000104969	1983	1768
ENSG00000104970	0	0
ENSG00000104972	0	0
ENSG00000104973	582	756
ENSG00000104974	0	0
ENSG00000104976	152	171
ENSG00000104979	606	767
ENSG00000104980	780	1089
ENSG00000104983	125	208
ENSG00000104998	119	229
ENSG00000105011	26	19
ENSG00000105048	1782	342
ENSG00000105053	489	776
ENSG00000105058	566	852
ENSG00000105063	1192	1533
ENSG00000105072	189	287
ENSG00000105085	102	160
ENSG00000105088	128	207
ENSG00000105122	53	151
ENSG00000105127	889	1273
ENSG00000105131	5	8
ENSG00000105135	1820	2107
ENSG00000105136	259	438
ENSG00000105137	647	922
ENSG00000105141	0	0
ENSG00000105143	0	0
ENSG00000105146	11	27
ENSG00000105171	285	431
ENSG00000105173	26	48
ENSG00000105176	1099	1468
ENSG00000105185	623	824
ENSG00000105186	755	1202
ENSG00000105193	4738	2013
ENSG00000105197	765	887
ENSG00000105198	0	0
ENSG00000105202	470	689
ENSG00000105204	432	568
ENSG00000105205	0	2
ENSG00000105219	2	6
ENSG00000105220	6029	5243
ENSG00000105221	2949	4505
ENSG00000105223	3132	4961
ENSG00000105227	176	390
ENSG00000105229	282	390
ENSG00000105245	329	637
ENSG00000105246	6	51
ENSG00000105248	174	269
ENSG00000105251	314	505
ENSG00000105254	615	919
ENSG00000105255	2	3
ENSG00000105258	144	204
ENSG00000105261	10	9
ENSG00000105270	250	270
ENSG00000105278	1	3
ENSG00000105281	166	548
ENSG00000105287	339	573
ENSG00000105289	15	13
ENSG00000105290	204	188
ENSG00000105298	323	503
ENSG00000105321	429	392
ENSG00000105323	3178	3931
ENSG00000105325	829	1175
ENSG00000105327	46	67
ENSG00000105329	478	474
ENSG00000105339	1210	2296
ENSG00000105341	1068	1368
ENSG00000105352	0	0
ENSG00000105355	365	499
ENSG00000105357	3301	3145
ENSG00000105364	318	346
ENSG00000105366	0	7
ENSG00000105369	1	31
ENSG00000105370	0	1
ENSG00000105371	0	0
ENSG00000105372	2760	4430
ENSG00000105373	2583	2748
ENSG00000105374	22	67
ENSG00000105376	41	210
ENSG00000105379	777	1043
ENSG00000105383	31	138
ENSG00000105388	0	0
ENSG00000105392	1	0
ENSG00000105393	280	379
ENSG00000105397	1386	2046
ENSG00000105398	0	0
ENSG00000105401	2238	2626
ENSG00000105402	683	835
ENSG00000105404	136	175
ENSG00000105409	323	256
ENSG00000105419	131	192
ENSG00000105426	3471	10921
ENSG00000105427	2	3
ENSG00000105428	0	0
ENSG00000105429	3476	4689
ENSG00000105438	1088	1262
ENSG00000105443	648	852
ENSG00000105447	407	515
ENSG00000105464	20	15
ENSG00000105467	0	0
ENSG00000105472	169	213
ENSG00000105479	8	15
ENSG00000105483	1177	2213
ENSG00000105486	191	331
ENSG00000105492	2	31
ENSG00000105497	404	621
ENSG00000105499	825	1063
ENSG00000105501	0	0
ENSG00000105507	0	0
ENSG00000105509	6	8
ENSG00000105514	220	398
ENSG00000105516	331	775
