Geneid	HS20	HS21
ENSG00000112183	3381	3825
ENSG00000112186	2370	2470
ENSG00000112195	2	1
ENSG00000112200	1798	2141
ENSG00000112208	521	559
ENSG00000112210	397	448
ENSG00000112212	31	39
ENSG00000112214	77	56
ENSG00000112218	43	25
ENSG00000112232	8	16
ENSG00000112234	1058	1666
ENSG00000112237	432	534
ENSG00000112238	0	0
ENSG00000112242	361	327
ENSG00000112245	7	8
ENSG00000112246	0	1
ENSG00000112249	2229	2326
ENSG00000112273	0	0
ENSG00000112276	1152	1385
ENSG00000112280	490	590
ENSG00000112282	863	1139
ENSG00000112290	55	54
ENSG00000112293	142	183
ENSG00000112294	736	882
ENSG00000112297	224	260
ENSG00000112299	8	6
ENSG00000112303	15	17
ENSG00000112304	588	848
ENSG00000112305	298	278
ENSG00000112306	3747	4530
ENSG00000112308	1372	1331
ENSG00000112309	26	28
ENSG00000112312	87	78
ENSG00000112319	802	1833
ENSG00000112320	834	941
ENSG00000112333	0	0
ENSG00000112335	2244	2524
ENSG00000112337	1	1
ENSG00000112339	1391	1564
ENSG00000112343	641	635
ENSG00000112357	222	211
ENSG00000112365	263	394
ENSG00000112367	576	741
ENSG00000112378	1860	1887
ENSG00000112379	550	415
ENSG00000112394	74	132
ENSG00000112406	1285	1687
ENSG00000112414	1083	933
ENSG00000112419	3128	3134
ENSG00000112425	1017	1420
ENSG00000112462	0	0
ENSG00000112473	0	0
ENSG00000112486	0	0
ENSG00000112494	0	0
ENSG00000112499	1	2
ENSG00000112511	4	77
ENSG00000112514	9	177
ENSG00000112530	144	133
ENSG00000112531	9588	11007
ENSG00000112539	0	0
ENSG00000112541	328	361
ENSG00000112559	86	80
ENSG00000112561	857	1239
ENSG00000112562	1553	1266
ENSG00000112576	1000	1213
ENSG00000112578	177	222
ENSG00000112584	1	2
ENSG00000112592	235	337
ENSG00000112599	81	91
ENSG00000112619	126	151
ENSG00000112624	1143	1337
ENSG00000112640	673	786
ENSG00000112651	70	107
ENSG00000112655	423	596
ENSG00000112658	2188	2467
ENSG00000112659	1159	1418
ENSG00000112667	168	233
ENSG00000112679	1141	1412
ENSG00000112685	828	1090
ENSG00000112695	2278	2135
ENSG00000112697	2459	2703
ENSG00000112699	219	246
ENSG00000112701	2485	3217
ENSG00000112706	12	22
ENSG00000112715	4362	4999
ENSG00000112739	1735	2117
ENSG00000112742	15	11
ENSG00000112759	2707	3910
ENSG00000112761	10	10
ENSG00000112763	630	770
ENSG00000112769	4492	4407
ENSG00000112773	1869	3530
ENSG00000112782	10695	6728
ENSG00000112787	585	735
ENSG00000112796	298	497
ENSG00000112799	24	21
ENSG00000112812	9	5
ENSG00000112818	0	1
ENSG00000112837	560	726
ENSG00000112851	2955	3394
ENSG00000112852	15	20
ENSG00000112855	795	847
ENSG00000112874	329	405
ENSG00000112877	100	126
ENSG00000112893	749	790
ENSG00000112902	3081	3535
ENSG00000112936	21272	33978
ENSG00000112941	630	709
ENSG00000112964	889	1071
ENSG00000112972	538	708
ENSG00000112977	738	768
ENSG00000112981	75	102
ENSG00000112983	1049	1227
ENSG00000112984	89	42
ENSG00000112992	14377	14236
ENSG00000112996	1509	1700
ENSG00000113013	7215	7691
ENSG00000113048	1857	2049
ENSG00000113068	708	804
ENSG00000113070	342	360
ENSG00000113073	13	24
ENSG00000113083	598	480
ENSG00000113088	4	8
ENSG00000113100	0	0
ENSG00000113108	429	434
ENSG00000113119	146	173
ENSG00000113140	15954	12312
ENSG00000113141	1619	1979
ENSG00000113161	395	494
ENSG00000113163	1346	1426
ENSG00000113194	938	1206
ENSG00000113196	87	55
ENSG00000113205	44	70
ENSG00000113209	97	165
ENSG00000113211	40	50
ENSG00000113212	56	107
ENSG00000113231	330	354
ENSG00000113240	834	1206
ENSG00000113248	153	200
ENSG00000113249	23	21
ENSG00000113262	69	84
ENSG00000113263	46	88
ENSG00000113269	812	949
ENSG00000113272	163	182
ENSG00000113273	823	601
ENSG00000113282	1951	2069
ENSG00000113296	623	297
ENSG00000113300	625	680
ENSG00000113302	0	0
ENSG00000113303	23	30
ENSG00000113312	1251	1717
ENSG00000113318	632	733
ENSG00000113319	357	382
ENSG00000113327	0	1
ENSG00000113328	1397	1575
ENSG00000113356	64	101
ENSG00000113360	1085	1376
ENSG00000113361	266	276
ENSG00000113368	28	28
ENSG00000113369	1991	2129
ENSG00000113384	1119	1214
ENSG00000113387	1725	2177
ENSG00000113389	2629	2190
ENSG00000113391	665	870
ENSG00000113396	633	1613
ENSG00000113407	1697	1788
ENSG00000113430	0	0
ENSG00000113441	7463	8762
ENSG00000113448	1963	2906
ENSG00000113456	513	709
ENSG00000113460	284	352
ENSG00000113492	0	1
ENSG00000113494	69	124
ENSG00000113504	246	189
ENSG00000113520	0	4
ENSG00000113522	173	220
ENSG00000113525	26	26
ENSG00000113532	146	159
ENSG00000113552	542	605
ENSG00000113555	829	827
ENSG00000113558	617	851
ENSG00000113569	868	1112
ENSG00000113575	464	516
ENSG00000113578	1413	1157
ENSG00000113580	2897	3898
ENSG00000113583	615	784
ENSG00000113593	708	869
ENSG00000113594	5583	7005
ENSG00000113595	686	861
ENSG00000113597	531	612
ENSG00000113600	6	5
ENSG00000113615	647	622
ENSG00000113621	1295	1734
ENSG00000113638	448	593
ENSG00000113643	984	1179
ENSG00000113645	20	22
ENSG00000113648	1748	2380
ENSG00000113649	1127	1565
ENSG00000113657	3665	3727
ENSG00000113658	1523	2002
ENSG00000113712	3636	4281
ENSG00000113716	1052	1069
ENSG00000113719	2892	3404
ENSG00000113721	3080	3291
ENSG00000113722	2	0
ENSG00000113732	1707	1727
ENSG00000113734	145	159
ENSG00000113739	342	426
ENSG00000113742	5206	5381
ENSG00000113749	349	836
ENSG00000113758	662	1037
ENSG00000113761	506	630
ENSG00000113763	15	9
ENSG00000113790	585	515
ENSG00000113805	253	606
ENSG00000113810	725	620
ENSG00000113811	717	861
ENSG00000113812	1176	1019
ENSG00000113838	252	292
ENSG00000113845	1751	1900
ENSG00000113851	761	917
ENSG00000113889	2	4
ENSG00000113905	0	0
ENSG00000113916	1710	1588
ENSG00000113924	10	23
ENSG00000113946	0	3
ENSG00000113966	137	171
ENSG00000113971	261	347
ENSG00000114013	48	68
ENSG00000114019	1590	2064
ENSG00000114021	918	1032
ENSG00000114023	1657	1873
ENSG00000114026	355	553
ENSG00000114030	1299	1467
ENSG00000114054	2154	2202
ENSG00000114062	3325	4251
ENSG00000114098	1154	1445
ENSG00000114107	666	809
ENSG00000114113	55	59
ENSG00000114115	371	523
ENSG00000114120	2732	3698
ENSG00000114124	3	5
ENSG00000114125	414	493
ENSG00000114126	3383	3673
ENSG00000114127	2118	2583
ENSG00000114166	2133	2155
ENSG00000114200	172	386
ENSG00000114204	42	107
ENSG00000114209	459	509
ENSG00000114248	1	3
ENSG00000114251	316	465
ENSG00000114268	109	123
ENSG00000114270	613	997
ENSG00000114279	7678	11065
ENSG00000114302	1944	2284
ENSG00000114315	220	224
ENSG00000114316	1671	1797
ENSG00000114331	1132	1310
ENSG00000114346	189	141
ENSG00000114349	1	0
ENSG00000114353	3505	3964
ENSG00000114354	2105	2203
ENSG00000114374	3427	2
ENSG00000114378	893	736
ENSG00000114383	453	535
ENSG00000114388	318	427
ENSG00000114391	3640	4367
ENSG00000114395	85	104
ENSG00000114405	42	46
ENSG00000114416	3802	4375
ENSG00000114423	1993	2407
ENSG00000114439	3029	3726
ENSG00000114446	436	577
ENSG00000114450	1308	1409
ENSG00000114455	1	2
ENSG00000114473	287	365
ENSG00000114480	1884	1726
ENSG00000114487	0	2
ENSG00000114491	330	408
ENSG00000114503	816	997
ENSG00000114520	409	468
ENSG00000114529	176	92
ENSG00000114541	1524	1204
ENSG00000114544	815	846
ENSG00000114547	16	55
ENSG00000114554	1642	2022
ENSG00000114573	837	971
ENSG00000114626	1087	1069
ENSG00000114631	89	105
ENSG00000114638	35	19
ENSG00000114646	32	20
ENSG00000114648	574	666
ENSG00000114650	1270	1634
ENSG00000114654	95	160
ENSG00000114656	139	190
ENSG00000114670	190	230
ENSG00000114686	615	678
ENSG00000114698	817	1013
ENSG00000114735	847	1074
ENSG00000114737	458	285
ENSG00000114738	4421	5856
ENSG00000114739	947	1317
ENSG00000114742	851	1030
ENSG00000114744	383	451
ENSG00000114745	1244	1304
ENSG00000114757	89	154
ENSG00000114767	179	191
ENSG00000114770	3294	3948
ENSG00000114771	0	1
ENSG00000114779	458	595
ENSG00000114784	1969	1916
ENSG00000114786	3	1
ENSG00000114790	18	7
ENSG00000114796	6032	6566
ENSG00000114805	427	785
ENSG00000114812	264	426
ENSG00000114841	1010	1132
ENSG00000114850	3342	3299
ENSG00000114853	2704	3072
ENSG00000114854	30504	22028
ENSG00000114857	4298	4784
ENSG00000114859	155	192
ENSG00000114861	1450	1697
ENSG00000114867	8496	9304
ENSG00000114902	813	900
ENSG00000114904	458	628
ENSG00000114923	11587	13577
ENSG00000114933	1568	1848
ENSG00000114942	2045	2192
ENSG00000114948	883	2030
ENSG00000114956	240	320
ENSG00000114978	1610	1968
ENSG00000114982	2571	3012
ENSG00000114988	522	598
ENSG00000114993	544	871
ENSG00000114999	1420	1281
ENSG00000115008	3	0
ENSG00000115009	0	0
ENSG00000115020	2075	2802
ENSG00000115041	96	77
ENSG00000115042	448	627
ENSG00000115053	5724	7428
ENSG00000115073	1478	1675
ENSG00000115084	2541	2757
ENSG00000115085	42	80
ENSG00000115091	2094	2452
ENSG00000115107	185	358
ENSG00000115109	894	955
ENSG00000115112	27	38
ENSG00000115128	449	492
ENSG00000115129	203	241
ENSG00000115137	386	480
ENSG00000115138	23	47
ENSG00000115145	1005	1146
ENSG00000115155	8	7
ENSG00000115159	564	978
ENSG00000115163	12	2
ENSG00000115165	82	120
ENSG00000115170	823	1096
ENSG00000115183	5858	8090
ENSG00000115194	168	378
ENSG00000115204	941	941
ENSG00000115207	588	733
ENSG00000115211	535	648
ENSG00000115216	1318	1689
ENSG00000115221	8	128
ENSG00000115226	96	71
ENSG00000115232	96	139
ENSG00000115233	775	894
ENSG00000115234	1297	1581
ENSG00000115239	475	593
ENSG00000115241	840	1059
ENSG00000115252	380	664
ENSG00000115255	31	38
ENSG00000115257	41	32
ENSG00000115263	2	0
ENSG00000115266	178	204
ENSG00000115267	227	359
ENSG00000115268	2253	2814
ENSG00000115271	133	196
ENSG00000115274	6	16
ENSG00000115275	848	835
ENSG00000115282	412	461
ENSG00000115286	339	540
ENSG00000115289	181	230
ENSG00000115290	108	285
ENSG00000115295	2868	3692
ENSG00000115297	0	1
ENSG00000115306	48519	50558
ENSG00000115307	934	1047
ENSG00000115310	4571	6737
ENSG00000115317	235	338
ENSG00000115318	232	205
ENSG00000115325	106	117
ENSG00000115339	13	16
ENSG00000115350	189	249
ENSG00000115353	64	73
ENSG00000115355	2047	2213
ENSG00000115361	154	180
ENSG00000115363	4	4
ENSG00000115364	1098	1280
ENSG00000115365	1846	2137
ENSG00000115368	617	802
ENSG00000115380	2967	4712
ENSG00000115386	0	0
ENSG00000115392	1006	1289
ENSG00000115414	46429	36358
ENSG00000115415	2449	2854
ENSG00000115419	2333	2969
ENSG00000115421	510	672
ENSG00000115423	78	83
ENSG00000115425	158	147
ENSG00000115446	506	590
ENSG00000115457	1498	547
ENSG00000115459	613	616
ENSG00000115461	14119	30318
ENSG00000115464	5553	7400
ENSG00000115468	236	240
ENSG00000115474	69	94
ENSG00000115484	1284	1600
ENSG00000115486	1197	1642
ENSG00000115488	0	0
ENSG00000115504	1001	1328
ENSG00000115507	0	2
ENSG00000115514	209	219
ENSG00000115520	601	555
ENSG00000115523	28	47
ENSG00000115524	8110	9820
ENSG00000115525	366	441
ENSG00000115526	510	739
ENSG00000115539	277	345
ENSG00000115540	395	492
ENSG00000115541	311	339
ENSG00000115548	2762	3198
ENSG00000115556	54	57
ENSG00000115561	1313	1613
ENSG00000115568	818	965
ENSG00000115590	10	8
ENSG00000115592	49	53
ENSG00000115593	5431	5203
ENSG00000115594	1412	1406
ENSG00000115596	11	15
ENSG00000115598	3	1
ENSG00000115602	57	81
ENSG00000115604	78	89
ENSG00000115607	15	17
ENSG00000115616	0	3
ENSG00000115641	5569	5801
ENSG00000115648	3122	3539
ENSG00000115649	900	975
ENSG00000115652	430	533
ENSG00000115657	48	57
ENSG00000115661	258	301
ENSG00000115665	71	22
ENSG00000115677	15915	14855
ENSG00000115685	950	991
ENSG00000115687	135	188
ENSG00000115694	1757	2011
ENSG00000115705	9	16
ENSG00000115718	19	36
ENSG00000115738	1068	1555
ENSG00000115750	160	211
ENSG00000115756	450	496
ENSG00000115758	1341	1127
ENSG00000115760	8539	9859
ENSG00000115761	949	1096
ENSG00000115762	1734	1609
ENSG00000115806	1304	1346
ENSG00000115808	2503	2433
ENSG00000115816	705	842
ENSG00000115825	1251	1490
ENSG00000115827	359	431
ENSG00000115828	65	23
ENSG00000115839	2974	3965
ENSG00000115840	3986	3989
ENSG00000115841	173	209
ENSG00000115844	2	0
ENSG00000115850	5	8
ENSG00000115866	1331	1358
ENSG00000115875	1207	1595
ENSG00000115884	22	4
ENSG00000115896	2557	3018
ENSG00000115902	312	306
ENSG00000115904	1890	2268
ENSG00000115919	42	57
ENSG00000115934	0	0
ENSG00000115935	943	1279
ENSG00000115942	1048	1217
ENSG00000115944	1235	1336
ENSG00000115946	218	219
ENSG00000115947	646	909
ENSG00000115956	75	131
ENSG00000115963	810	708
ENSG00000115966	1030	1244
ENSG00000115970	1334	1780
ENSG00000115977	4709	3392
ENSG00000115993	8291	6915
ENSG00000115998	198	277
ENSG00000116001	1196	1568
ENSG00000116005	3470	4152
ENSG00000116014	0	0
ENSG00000116016	12525	14954
ENSG00000116017	169	198
ENSG00000116030	764	937
ENSG00000116031	23	68
ENSG00000116032	33	39
ENSG00000116035	11	9
ENSG00000116039	9	9
ENSG00000116044	2797	3109
ENSG00000116062	1048	1472
ENSG00000116095	1116	1347
ENSG00000116096	578	446
ENSG00000116106	4097	4735
ENSG00000116117	1083	1636
ENSG00000116120	708	836
ENSG00000116127	2577	3349
ENSG00000116128	801	1027
ENSG00000116132	1155	2533
ENSG00000116133	449	572
ENSG00000116138	901	1051
ENSG00000116141	993	1127
ENSG00000116147	14	3
ENSG00000116151	171	266
ENSG00000116157	244	215
ENSG00000116161	498	730
ENSG00000116171	2843	2912
ENSG00000116176	15	26
ENSG00000116183	75	71
ENSG00000116191	391	794
ENSG00000116194	383	680
ENSG00000116198	1038	1217
ENSG00000116199	2642	3151
ENSG00000116205	426	600
ENSG00000116209	3462	4043
ENSG00000116212	225	269
ENSG00000116213	313	381
ENSG00000116218	0	0
ENSG00000116221	1027	952
ENSG00000116237	2292	2097
ENSG00000116251	1143	1170
ENSG00000116254	44	68
ENSG00000116260	4857	6762
ENSG00000116266	616	705
ENSG00000116273	196	238
ENSG00000116285	721	874
ENSG00000116288	2275	2364
ENSG00000116299	17	22
ENSG00000116329	8	9
ENSG00000116337	599	663
ENSG00000116350	1759	2300
ENSG00000116353	511	591
ENSG00000116396	788	720
ENSG00000116406	1317	1480
ENSG00000116455	470	451
ENSG00000116459	5928	5368
ENSG00000116473	1146	1123
ENSG00000116478	809	1056
ENSG00000116489	810	983
ENSG00000116497	655	887
ENSG00000116514	266	325
ENSG00000116521	0	0
ENSG00000116525	136	169
ENSG00000116539	6857	8734
ENSG00000116544	4	13
ENSG00000116560	5321	6989
ENSG00000116574	530	623
ENSG00000116580	1915	2417
ENSG00000116584	1815	2280
ENSG00000116586	334	390
ENSG00000116604	3162	3497
ENSG00000116641	1020	1285
ENSG00000116649	514	494
ENSG00000116652	43	66
ENSG00000116661	61	101
ENSG00000116663	43	46
ENSG00000116667	2956	3040
ENSG00000116668	357	447
ENSG00000116670	173	187
ENSG00000116675	1094	1584
ENSG00000116678	756	755
ENSG00000116679	1787	1872
ENSG00000116685	1030	965
ENSG00000116688	17112	14995
ENSG00000116690	11	23
ENSG00000116691	297	205
ENSG00000116698	1999	2016
ENSG00000116701	108	160
ENSG00000116703	20	40
ENSG00000116704	456	636
ENSG00000116711	229	258
ENSG00000116717	379	304
ENSG00000116721	0	0
ENSG00000116726	1	0
ENSG00000116729	1685	2365
ENSG00000116731	1899	2102
ENSG00000116741	564	946
ENSG00000116745	3	6
ENSG00000116747	1572	1893
ENSG00000116748	0	0
ENSG00000116750	777	1000
ENSG00000116752	400	479
ENSG00000116754	2190	2867
ENSG00000116761	97	71
ENSG00000116771	13	11
ENSG00000116774	1046	1161
ENSG00000116783	162	149
ENSG00000116785	0	0
ENSG00000116786	2470	2337
ENSG00000116791	444	747
ENSG00000116793	359	324
ENSG00000116809	540	618
ENSG00000116815	326	378
ENSG00000116819	34	57
ENSG00000116824	21	48
ENSG00000116830	608	645
ENSG00000116833	77	58
ENSG00000116852	86	117
ENSG00000116857	659	844
ENSG00000116863	229	293
ENSG00000116871	4417	6196
ENSG00000116874	397	445
ENSG00000116882	2	1
ENSG00000116885	163	199
ENSG00000116898	812	945
ENSG00000116903	584	774
ENSG00000116906	1370	1515
ENSG00000116918	457	577
ENSG00000116922	210	284
ENSG00000116954	222	245
ENSG00000116962	3260	3643
ENSG00000116977	1548	1954
ENSG00000116981	2280	3210
ENSG00000116983	93	169
ENSG00000116984	5031	7161
ENSG00000116985	90	105
ENSG00000116990	10	16
ENSG00000116991	6000	9744
ENSG00000116996	0	1
ENSG00000117000	1166	1457
ENSG00000117009	11	13
ENSG00000117010	171	207
ENSG00000117013	102	57
ENSG00000117016	245	304
ENSG00000117020	136	25
ENSG00000117036	793	1072
ENSG00000117054	3954	4512
ENSG00000117069	60	89
ENSG00000117090	13	14
ENSG00000117091	11	18
ENSG00000117114	4226	5115
ENSG00000117115	5	6
ENSG00000117118	2753	2618
ENSG00000117122	41	35
ENSG00000117133	441	495
ENSG00000117139	1460	1647
ENSG00000117143	631	699
ENSG00000117148	0	0
ENSG00000117151	159	186
ENSG00000117152	120	104
ENSG00000117153	949	1054
ENSG00000117154	19	68
ENSG00000117155	656	908
ENSG00000117174	375	574
ENSG00000117215	1	5
ENSG00000117222	635	731
ENSG00000117226	300	382
ENSG00000117228	216	329
ENSG00000117242	216	219
ENSG00000117245	92	111
ENSG00000117262	114	133
ENSG00000117266	3350	3960
ENSG00000117280	492	603
ENSG00000117281	105	182
ENSG00000117298	4323	5932
ENSG00000117305	622	685
ENSG00000117308	113	170
ENSG00000117318	1192	1537
ENSG00000117322	0	0
ENSG00000117335	3105	3509
ENSG00000117360	1029	1280
ENSG00000117362	1328	1646
ENSG00000117385	419	407
ENSG00000117394	479	481
ENSG00000117395	400	438
ENSG00000117399	29	35
ENSG00000117400	48	90
ENSG00000117407	9	20
ENSG00000117408	982	1134
ENSG00000117410	624	689
ENSG00000117411	790	754
ENSG00000117419	891	1002
ENSG00000117425	95	88
ENSG00000117448	822	1141
ENSG00000117450	2140	4579
ENSG00000117461	1757	1749
ENSG00000117472	26	27
ENSG00000117475	628	696
ENSG00000117477	76	98
ENSG00000117479	732	1149
ENSG00000117480	154	360
ENSG00000117481	557	611
ENSG00000117500	765	819
ENSG00000117501	38	120
ENSG00000117505	1178	1330
ENSG00000117507	30	97
ENSG00000117519	2071	3093
ENSG00000117523	6176	7331
ENSG00000117525	1162	1188
ENSG00000117528	1495	1986
ENSG00000117533	299	356
ENSG00000117543	504	684
ENSG00000117560	0	2
ENSG00000117569	632	824
ENSG00000117586	110	211
ENSG00000117592	4442	6998
ENSG00000117593	628	587
ENSG00000117594	47	48
ENSG00000117595	603	689
ENSG00000117597	385	446
ENSG00000117598	0	1
ENSG00000117600	51	57
ENSG00000117601	2	4
ENSG00000117602	241	308
ENSG00000117614	706	828
ENSG00000117616	1747	1780
ENSG00000117620	409	528
ENSG00000117625	1679	1893
ENSG00000117632	321	198
ENSG00000117640	2793	2065
ENSG00000117643	757	1068
ENSG00000117650	11	1
ENSG00000117676	136	142
ENSG00000117682	839	814
ENSG00000117691	880	1201
ENSG00000117697	706	891
ENSG00000117707	2715	2889
ENSG00000117713	3141	3651
ENSG00000117724	261	83
ENSG00000117748	546	645
ENSG00000117751	540	664
ENSG00000117758	597	786
ENSG00000117791	747	849
ENSG00000117834	212	242
ENSG00000117859	2883	3743
ENSG00000117862	67	74
ENSG00000117868	3526	4575
ENSG00000117877	50	45
ENSG00000117899	958	1233
ENSG00000117906	741	710
ENSG00000117971	1	1
ENSG00000117983	73	75
ENSG00000117984	3503	3718
ENSG00000118004	613	447
ENSG00000118007	1346	1910
ENSG00000118017	6	2
ENSG00000118046	1385	1831
ENSG00000118058	4109	5045
ENSG00000118094	211	314
ENSG00000118096	443	558
ENSG00000118113	0	0
ENSG00000118137	137	101
ENSG00000118156	9	8
ENSG00000118160	1	2
ENSG00000118162	71	78
ENSG00000118181	3165	4051
ENSG00000118193	14	8
ENSG00000118194	18363	28697
ENSG00000118197	365	457
ENSG00000118200	2487	2946
ENSG00000118217	1514	1947
ENSG00000118231	0	7
ENSG00000118242	24	38
ENSG00000118245	4	7
ENSG00000118246	1700	1875
ENSG00000118257	1037	1153
ENSG00000118260	1211	1806
ENSG00000118263	1332	1834
ENSG00000118271	4	1
ENSG00000118276	188	196
ENSG00000118292	126	134
ENSG00000118298	67	512
ENSG00000118307	41	136
ENSG00000118308	112	100
ENSG00000118322	9	44
ENSG00000118363	419	512
ENSG00000118369	375	673
ENSG00000118402	31	31
ENSG00000118407	3536	4257
ENSG00000118412	1052	1407
ENSG00000118418	1342	1652
ENSG00000118420	117	192
ENSG00000118432	38	35
ENSG00000118434	0	0
ENSG00000118454	631	769
ENSG00000118473	479	464
ENSG00000118482	4590	6025
ENSG00000118491	5	1
ENSG00000118492	4	2
ENSG00000118495	622	693
ENSG00000118496	1182	1318
ENSG00000118503	560	632
ENSG00000118507	333	325
ENSG00000118508	73	92
ENSG00000118513	2	5
ENSG00000118514	6	6
ENSG00000118515	1091	849
ENSG00000118518	1309	1466
ENSG00000118520	16	34
ENSG00000118523	4123	3213
ENSG00000118526	628	404
ENSG00000118557	22	30
ENSG00000118564	2686	3077
ENSG00000118579	1217	1707
ENSG00000118596	6718	5714
ENSG00000118600	279	329
ENSG00000118620	130	166
ENSG00000118640	89	128
ENSG00000118655	91	121
ENSG00000118680	2461	2785
ENSG00000118689	2312	3193
ENSG00000118690	308	450
ENSG00000118702	39	178
ENSG00000118705	2580	2978
ENSG00000118707	317	415
ENSG00000118729	23402	24874
ENSG00000118733	0	0
ENSG00000118762	1303	1476
ENSG00000118777	249	354
ENSG00000118785	54	144
ENSG00000118804	112	124
ENSG00000118816	6616	6205
ENSG00000118849	184	216
ENSG00000118855	929	1163
ENSG00000118873	1819	2233
ENSG00000118894	108	91
ENSG00000118898	489	642
ENSG00000118900	1695	2184
ENSG00000118903	0	0
ENSG00000118922	1413	1961
ENSG00000118939	24	22
ENSG00000118946	457	448
ENSG00000118960	871	1319
ENSG00000118961	327	327
ENSG00000118965	546	853
ENSG00000118971	15567	12682
ENSG00000118972	1	5
ENSG00000118976	46	59
ENSG00000118985	1025	1259
ENSG00000118990	31	0
ENSG00000118997	61	93
ENSG00000119004	1033	1179
ENSG00000119013	1371	1674
ENSG00000119041	837	1026
ENSG00000119042	49	65
ENSG00000119048	964	1020
ENSG00000119121	42	52
ENSG00000119125	0	1
ENSG00000119138	3919	5019
ENSG00000119139	153	248
ENSG00000119147	83	94
ENSG00000119185	1005	1127
ENSG00000119203	436	563
ENSG00000119227	262	208
ENSG00000119231	1348	1693
ENSG00000119242	111	156
ENSG00000119280	1770	2024
ENSG00000119283	13	21
ENSG00000119285	845	1038
ENSG00000119314	904	962
ENSG00000119318	2594	2764
ENSG00000119321	1252	1639
ENSG00000119326	2233	2227
ENSG00000119328	254	284
ENSG00000119333	307	357
ENSG00000119335	3039	3692
ENSG00000119383	2131	2467
ENSG00000119392	934	1078
ENSG00000119396	1358	1554
ENSG00000119397	1084	1268
ENSG00000119401	619	761
ENSG00000119402	2114	2585
ENSG00000119403	665	723
ENSG00000119408	673	743
ENSG00000119411	8	36
ENSG00000119414	956	1134
ENSG00000119421	2295	2360
ENSG00000119431	282	375
ENSG00000119440	4	1
ENSG00000119446	770	873
ENSG00000119457	14	27
ENSG00000119471	2621	2961
ENSG00000119487	1764	2156
ENSG00000119508	290	320
ENSG00000119509	727	875
ENSG00000119514	15	41
ENSG00000119522	851	1092
ENSG00000119523	381	450
ENSG00000119535	175	267
ENSG00000119537	972	1370
ENSG00000119541	618	812
ENSG00000119547	14	5
ENSG00000119559	337	391
ENSG00000119574	168	215
ENSG00000119596	2872	3624
ENSG00000119599	203	203
ENSG00000119608	98	114
ENSG00000119614	2	0
ENSG00000119616	504	513
ENSG00000119630	220	202
ENSG00000119632	2	2
ENSG00000119636	126	153
ENSG00000119638	4029	4810
ENSG00000119640	123	164
ENSG00000119650	450	514
ENSG00000119655	772	760
ENSG00000119660	3	2
ENSG00000119661	403	495
ENSG00000119669	1107	1580
ENSG00000119673	796	821
ENSG00000119681	4927	3418
ENSG00000119682	1100	1312
ENSG00000119684	1394	1955
ENSG00000119685	772	988
ENSG00000119686	139	137
ENSG00000119688	946	1117
ENSG00000119689	3454	3101
ENSG00000119698	0	2
ENSG00000119699	992	1121
ENSG00000119703	248	349
ENSG00000119705	645	803
ENSG00000119707	2273	2941
ENSG00000119711	2331	1735
ENSG00000119714	259	281
ENSG00000119715	348	143
ENSG00000119718	456	528
ENSG00000119720	783	968
ENSG00000119723	364	362
ENSG00000119725	106	168
ENSG00000119729	2048	2910
ENSG00000119737	130	122
ENSG00000119760	1185	1295
ENSG00000119771	448	524
ENSG00000119772	1540	2299
ENSG00000119777	983	1008
ENSG00000119778	1069	1298
ENSG00000119782	19	21
ENSG00000119787	893	1185
ENSG00000119801	1341	1379
ENSG00000119812	1614	1569
ENSG00000119820	1536	1891
ENSG00000119844	647	858
ENSG00000119862	902	569
ENSG00000119865	318	457
ENSG00000119866	255	283
ENSG00000119878	464	524
ENSG00000119888	1	14
ENSG00000119899	359	479
ENSG00000119900	1054	1259
ENSG00000119906	1861	2359
ENSG00000119912	1699	1984
ENSG00000119913	1	0
ENSG00000119915	2	4
ENSG00000119917	360	523
ENSG00000119919	0	0
ENSG00000119922	304	429
ENSG00000119927	3791	2217
ENSG00000119929	464	482
ENSG00000119938	5809	4968
ENSG00000119943	236	255
ENSG00000119946	51	151
ENSG00000119950	1189	1831
ENSG00000119953	431	495
ENSG00000119965	161	190
ENSG00000119969	114	114
ENSG00000119973	0	1
ENSG00000119977	639	751
ENSG00000119979	343	410
ENSG00000119986	245	295
ENSG00000120008	1183	1400
ENSG00000120029	2317	2911
ENSG00000120049	4742	9944
ENSG00000120051	306	350
ENSG00000120053	10618	9695
ENSG00000120054	0	0
ENSG00000120055	0	0
ENSG00000120057	502	2015
ENSG00000120063	1149	1561
ENSG00000120068	0	0
ENSG00000120071	28	5
ENSG00000120075	2	2
ENSG00000120088	0	0
ENSG00000120093	99	106
ENSG00000120094	0	0
ENSG00000120129	3129	2629
ENSG00000120137	1690	1969
ENSG00000120149	34	47
ENSG00000120156	1298	1390
ENSG00000120158	287	258
ENSG00000120159	186	272
ENSG00000120160	0	1
ENSG00000120162	147	160
ENSG00000120210	11	22
ENSG00000120211	0	0
ENSG00000120215	132	170
ENSG00000120217	262	455
ENSG00000120235	0	0
ENSG00000120242	0	0
ENSG00000120251	8	11
ENSG00000120253	786	948
ENSG00000120254	311	365
ENSG00000120256	98	125
ENSG00000120262	133	165
ENSG00000120265	1154	1370
ENSG00000120278	739	743
ENSG00000120279	393	458
ENSG00000120280	18	14
ENSG00000120289	0	0
ENSG00000120306	540	464
ENSG00000120314	429	475
ENSG00000120318	1446	1577
ENSG00000120322	22	67
ENSG00000120324	86	104
